id,name,maintenance_responsibility,installed,material,length,number_of_steps,schools_count,school_score,total_population,transit_rider_count,transit_score,detour_score,overall_score,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
953601589,Flowers Ave ext off Kilbourne to Clarion St,3rd Division,1948-01-01,Concrete,105.0,49.0,0.0,100.0,110.0,0.0,2.0,6.0,2.0,https://tools.wprdc.org/images/pittsburgh/steps/Flowers_Ave_ext_off_Kilbourne_to_Clarion_St.jpg,Hazelwood,5.0,15,42003562300,3,15,4,2-13,40.41377843,-79.93337176
1732219364,Forbes Ave at Normlee Place to Gladstone Rd,3rd Division,,Concrete,194.0,90.0,0.0,100.0,1262.0,320.0,10.0,10.0,10.0,https://tools.wprdc.org/images/pittsburgh/steps/Forbes_Ave_at_Normlee_Place_to_Gladstone_Rd.jpg,Squirrel Hill North,8.0,14,42003140100,3,14,4,2-8,40.44174344,-79.93726415
556729093,Forward Ave and Eldridge St,3rd Division,,Concrete,6.0,2.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Forward_Ave_and_Eldridge_St.jpg,Squirrel Hill South,5.0,14,42003140800,3,14,4,2-21,40.429505400000004,-79.92210308
819902084,Fountain St near James St to Graib St,Facilities,1948-01-01,Concrete,148.0,89.0,0.0,100.0,638.0,232.0,8.0,6.0,10.0,https://tools.wprdc.org/images/pittsburgh/steps/Fountain_St_near_James_St_to_Graib_St.jpg,Fineview,1.0,25,42003250900,1,25,1,1-10,40.45888588,-80.00258131
605215037,Francis St from Centennial Way to Webster Ave,3rd Division,1950-01-01,Concrete,222.0,46.0,2.0,8.0,842.0,165.0,10.0,6.0,9.0,https://tools.wprdc.org/images/pittsburgh/steps/Francis_St_from_Centennial_Way_to_Webster_Ave.jpg,Middle Hill,6.0,5,42003050100,3,5,2,2-5,40.45047497,-79.96962013
1518358924,Frank St from Exeter St to Montclair St East,3rd Division,,Brick/Asphalt,100.0,14.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Exeter_St_to_Montclair_St_East.jpg,Greenfield,5.0,15,42003151700,3,15,4,2-12,40.42038616,-79.93320657
477792698,Frank St from Exeter St to Montclair St West,3rd Division,,Brick/Asphalt,95.0,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Exeter_St_to_Montclair_St_West.jpg,Greenfield,5.0,15,42003151700,3,15,4,2-12,40.42036572,-79.93334059
1907583066,Frank St from Melbourne St,3rd Division,,Brick/Asphalt,44.0,11.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Melbourne_St.jpg,Greenfield,5.0,15,42003151700,3,15,4,2-12,40.42188984,-79.93379312
927892168,Frank St from Montclair St East,3rd Division,,Concrete,65.0,18.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Montclair_St_East.jpg,Greenfield,5.0,15,42003151700,3,15,4,2-12,40.42070778,-79.93332324
751257759,Frank St from Montclair St West,3rd Division,,Brick/Asphalt,96.0,30.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Montclair_St_West.jpg,Greenfield,5.0,15,42003151700,3,15,4,2-12,40.42072412,-79.93345399
1348330381,Frankstown Rd near Tokay St to Perchment St,2nd Division,1949-01-01,Concrete,161.0,90.0,1.0,3.0,467.0,68.0,5.0,6.0,8.0,https://tools.wprdc.org/images/pittsburgh/steps/Frankstown_Rd_near_Tokay_St_to_Perchment_St.jpg,Homewood North,9.0,13,42003130100,2,13,5,3-17,40.45548504,-79.88171232
1963758533,Frazier St from Bates St,3rd Division,1947-01-01,Concrete,483.0,117.0,0.0,100.0,955.0,89.0,9.0,6.0,10.0,https://tools.wprdc.org/images/pittsburgh/steps/Frazier_St_from_Bates_St.jpg,South Oakland,3.0,4,42003040900,3,4,4,2-11,40.43242825,-79.95781235
1597308587,Freeland St from Mt Oliver St,4th Division,,Concrete,90.0,7.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Freeland_St_from_Mt_Oliver_St.jpg,Allentown,3.0,18,42003180300,5,18,3,4-6,40.41920345,-79.98836382
1711486026,Freeland St from Mt Oliver St to Arlington Ave,4th Division,,Concrete,242.0,62.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Freeland_St_from_Mt_Oliver_St_to_Arlington_Ave.jpg,Allentown,3.0,18,42003180300,5,18,3,4-6,40.41927845,-79.98867796
1408328877,Gallatin St from Baker St to Witherspoon St,2nd Division,1948-01-01,Concrete,133.0,72.0,0.0,100.0,583.0,48.0,6.0,8.0,4.0,https://tools.wprdc.org/images/pittsburgh/steps/Gallatin_St_from_Baker_St_to_Witherspoon_St.jpg,Morningside,7.0,10,42003101400,2,10,5,3-7,40.48727963,-79.92197414
809673701,Gallion Ave from Flatbush Ave East,4th Division,,Concrete,193.0,13.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Gallion_Ave_from_Flatbush_Ave_East.jpg,Brookline,4.0,19,42003191900,5,19,6,4-26,40.39534409,-80.01767769
1922395232,Gallion Ave to Glenarm Ave,4th Division,1950-01-01,Concrete,81.0,45.0,0.0,100.0,908.0,162.0,10.0,8.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Gallion_Ave_to_Glenarm_Ave.jpg,Brookline,4.0,19,42003191900,5,19,6,4-26,40.39468446,-80.01670439
319004143,Gass Ave from Reuben St to Beckham St,1st Division,1947-01-01,Concrete,161.0,44.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Gass_Ave_from_Reuben_St_to_Beckham_St.jpg,Brighton Heights,1.0,27,42003270300,1,27,1,1-14,40.47639264,-80.03451659
645002256,Gass Ave from Woods Run Ave to Reuben St,1st Division,1947-01-01,Concrete,295.0,69.0,1.0,2.0,676.0,240.0,6.0,1.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Gass_Ave_from_Woods_Run_Ave_to_Reuben_St.jpg,Brighton Heights,1.0,27,42003270300,1,27,1,1-14,40.47593103,-80.03430546
783745249,Georgia Ave from Arabella St to Marland St,4th Division,1948-01-01,Concrete,115.0,,0.0,100.0,815.0,3.0,6.0,8.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Georgia_Ave_from_Arabella_St_to_Marland_St.jpg,Knoxville,3.0,30,42003300100,5,30,3,4-7,40.41279203,-79.99499673
1944603912,Georgia Ave from Marland St to Moore Ave,4th Division,1948-01-01,Concrete,130.0,,0.0,100.0,891.0,9.0,5.0,6.0,4.0,https://tools.wprdc.org/images/pittsburgh/steps/Georgia_Ave_from_Marland_St_to_Moore_Ave.jpg,Knoxville,3.0,30,42003300100,5,30,3,4-7,40.41240606,-79.99498197
1525425521,Girdley Way from Royal to Brahm St,1st Division,1949-01-01,Concrete,408.0,258.0,0.0,100.0,240.0,2.0,3.0,8.0,3.0,https://tools.wprdc.org/images/pittsburgh/steps/Girdley_Way_from_Royal_to_Brahm_St.jpg,Spring Hill-City View,1.0,26,42003262000,1,26,1,1-11,40.46634149,-79.99882392
909197323,Girdley Way to Staab St,1st Division,1949-01-01,Concrete,149.0,35.0,0.0,100.0,146.0,2.0,1.0,1.0,1.0,https://tools.wprdc.org/images/pittsburgh/steps/Girdley_Way_to_Staab_St.jpg,Spring Hill-City View,1.0,26,42003262000,1,26,1,1-11,40.466537200000005,-79.99882049
943044108,Glade St from Nobles Lane to Cloverdale St,4th Division,1948-01-01,Concrete,72.0,59.0,0.0,100.0,203.0,188.0,1.0,1.0,1.0,https://tools.wprdc.org/images/pittsburgh/steps/Glade_St_from_Nobles_Lane_to_Cloverdale_St.jpg,Carrick,4.0,29,42003290100,3,29,3,4-23,40.39894756,-79.99741861
656277607,Gladstone St from Home Rule St to Winderst St,3rd Division,1950-01-01,Concrete,625.0,140.0,0.0,100.0,507.0,0.0,4.0,7.0,3.0,https://tools.wprdc.org/images/pittsburgh/steps/Gladstone_St_from_Home_Rule_St_to_Winderst_St.jpg,Hazelwood,5.0,15,42003562900,3,15,4,2-12,40.41803035,-79.94331661
1220648836,Glasgow St from Narcissus Ave to Hammond St,5th Division,1951-01-01,Concrete,598.0,114.0,0.0,100.0,726.0,0.0,3.0,3.0,2.0,https://tools.wprdc.org/images/pittsburgh/steps/Glasgow_St_from_Narcissus_Ave_to_Hammond_St.jpg,Sheraden,2.0,20,42003562500,5,20,6,1-16,40.45710831,-80.04865968
2043525698,Glen Mawr St from W Carson St,5th Division,1949-01-01,Concrete,269.0,32.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Glen_Mawr_St_from_W_Carson_St.jpg,Esplen,2.0,20,42003562500,5,20,6,1-27,40.4540316,-80.04092443
203082435,Glen Mawr St from Zephyr Ave,5th Division,,Concrete,10.0,5.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Glen_Mawr_St_from_Zephyr_Ave.jpg,Sheraden,2.0,20,42003562500,5,20,6,1-16,40.45311428,-80.04950143
452385538,Glenbury St at Railroad Underpass to Pinecastle Ave,4th Division,1947-01-01,Concrete,75.0,55.0,0.0,100.0,465.0,93.0,5.0,4.0,3.0,https://tools.wprdc.org/images/pittsburgh/steps/Glenbury_St_at_Railroad_Underpass_to_Pinecastle_Ave.jpg,Overbrook,4.0,32,42003320700,5,32,3,4-25,40.38305624,-79.99774312
2122557754,Glendon St from Grassmere St to Pensdale St,5th Division,,Brick,222.0,72.0,0.0,100.0,404.0,1.0,4.0,9.0,4.0,https://tools.wprdc.org/images/pittsburgh/steps/Glendon_St_from_Grassmere_St_to_Pensdale_St.jpg,Oakwood,2.0,28,42003562800,5,28,6,1-19,40.42724991,-80.06422574
335074501,Glenhurst Rd to Lougean Ave,3rd Division,1953-01-01,Concrete/Wood,204.0,77.0,0.0,100.0,187.0,6.0,4.0,10.0,2.0,https://tools.wprdc.org/images/pittsburgh/steps/Glenhurst_Rd_to_Lougean_Ave.jpg,Lincoln Place,5.0,31,42003310200,3,31,4,4-20,40.37460864,-79.91794958
28996795,Glenroy  St from Carrick Ave,4th Division,,Concrete,113.0,8.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Glenroy__St_from_Carrick_Ave.jpg,Carrick,4.0,29,42003290400,3,29,3,4-15,40.39004471,-79.98153822
331641485,Government Way from 40th St to Fisk St,2nd Division,1948-01-01,Concrete,254.0,9.0,1.0,9.0,1756.0,514.0,10.0,5.0,9.0,https://tools.wprdc.org/images/pittsburgh/steps/Government_Way_from_40th_St_to_Fisk_St.jpg,Central Lawrenceville,7.0,9,42003090200,2,9,2,3-3,40.46672295,-79.95902845
316632576,Graib St from Howard St to Compromise St,1st Division,,Concrete,524.0,146.0,1.0,1.0,462.0,12.0,2.0,2.0,6.0,https://tools.wprdc.org/images/pittsburgh/steps/Graib_St_from_Howard_St_to_Compromise_St.jpg,East Allegheny,1.0,24,42003563200,1,24,1,1-6,40.4595364,-80.00054890000001
136783682,Graib St to Henderson St,Facilities,1948-01-01,Concrete,154.0,56.0,0.0,100.0,527.0,26.0,6.0,9.0,9.0,https://tools.wprdc.org/images/pittsburgh/steps/Graib_St_to_Henderson_St.jpg,Fineview,1.0,25,42003250900,1,25,1,1-10,40.45937571,-80.00247068
570661472,Granite St from Crockett Way to Orbin St,3rd Division,,Concrete,58.0,26.0,1.0,3.0,483.0,135.0,6.0,5.0,7.0,https://tools.wprdc.org/images/pittsburgh/steps/Granite_St_from_Crockett_Way_to_Orbin_St.jpg,Middle Hill,6.0,5,42003050100,3,5,2,2-5,40.45130148,-79.9661555
1313024429,Gray St at Dilworth St,5th Division,,Concrete,28.0,23.0,1.0,4.0,968.0,53.0,5.0,1.0,3.0,https://tools.wprdc.org/images/pittsburgh/steps/Gray_St_at_Dilworth_St.jpg,Mount Washington,2.0,19,42003191400,5,19,3,4-27,40.42665171,-80.01060126
162300196,Graymore St from Coast Ave to Hampshire Ave,5th Division,1951-01-01,Concrete,448.0,35.0,0.0,100.0,372.0,7.0,2.0,2.0,2.0,https://tools.wprdc.org/images/pittsburgh/steps/Graymore_St_from_Coast_Ave_to_Hampshire_Ave.jpg,Beechview,4.0,19,42003191600,5,19,6,4-28,40.40991328,-80.03099041
660127638,Greenfield Ave at Magee Playground to Blanton St,3rd Division,1931-01-01,Concrete,213.0,107.0,0.0,100.0,1240.0,178.0,10.0,8.0,10.0,https://tools.wprdc.org/images/pittsburgh/steps/Greenfield_Ave_at_Magee_Playground_to_Blanton_St.jpg,Greenfield,5.0,15,42003151700,3,15,4,2-12,40.42435726,-79.93793658
281523317,Greenfield Ave at Ronald St,3rd Division,,Concrete,25.0,24.0,0.0,100.0,850.0,199.0,7.0,1.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Greenfield_Ave_at_Ronald_St.jpg,Greenfield,5.0,15,42003151700,3,15,4,2-12,40.42629415,-79.93844745
1186029206,Greenfield Ave at Swineburn Bridge to Waldeck St,3rd Division,1945-01-01,Concrete,218.0,128.0,0.0,100.0,415.0,52.0,3.0,3.0,2.0,https://tools.wprdc.org/images/pittsburgh/steps/Greenfield_Ave_at_Swineburn_Bridge_to_Waldeck_St.jpg,Greenfield,5.0,15,42003562900,3,15,4,2-12,40.42533941,-79.94974425
533543360,Greenfield Ave near Yoder St from Alexis St to Greenfield Ave,Construction,1947-01-01,Concrete,121.0,110.0,1.0,7.0,418.0,32.0,6.0,10.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Greenfield_Ave_near_Yoder_St_from_Alexis_St_to_Greenfield_Ave.jpg,Greenfield,5.0,15,42003151600,3,15,4,2-12,40.425462700000004,-79.94751217
1137377090,Greenleaf St from Clarence St to Crooked Way,5th Division,,Brick/Asphalt,86.0,15.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Clarence_St_to_Crooked_Way.jpg,Duquesne Heights,2.0,19,42003191100,5,19,3,4-1,40.43784258,-80.02438692
1050596900,Greenleaf St from Crooked Way to Edith St,5th Division,,Brick/Asphalt,97.0,8.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Crooked_Way_to_Edith_St.jpg,Duquesne Heights,2.0,19,42003191100,5,19,3,4-1,40.43775276,-80.02400202
1421098856,Greenleaf St from Seward St to Republic St North,5th Division,,Asphalt/Concrete,216.0,17.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Seward_St_to_Republic_St_North.jpg,Duquesne Heights,2.0,19,42003191100,5,19,3,4-1,40.43870377,-80.0261708
767924127,Greenleaf St from Seward St tp Republic St South,5th Division,,Asphalt/Concrete,190.0,2.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Seward_St_tp_Republic_St_South.jpg,Duquesne Heights,2.0,19,42003191100,5,19,3,4-1,40.43863133,-80.02623743
114855028,Greenleaf St from Shaler St to Seward St,5th Division,,Concrete/Wood,411.0,74.0,0.0,100.0,722.0,27.0,5.0,5.0,3.0,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Shaler_St_to_Seward_St.jpg,Duquesne Heights,2.0,19,42003191100,5,19,3,4-1,40.43824285,-80.02549786
1052333015,Greentree Rd to Ridgemont Dr,5th Division,,Concrete,35.0,12.0,0.0,100.0,250.0,0.0,1.0,1.0,1.0,https://tools.wprdc.org/images/pittsburgh/steps/Greentree_Rd_to_Ridgemont_Dr.jpg,Ridgemont,2.0,20,42003563100,5,20,6,1-18,40.42910358,-80.03991258
108871512,Greenwood St from El Paso St to Nolo Way,2nd Division,1948-01-01,Concrete,112.0,20.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenwood_St_from_El_Paso_St_to_Nolo_Way.jpg,Stanton Heights,7.0,10,42003101800,2,10,5,3-7,40.48753508,-79.92891233
1523024722,Greenwood St from Morningside Ave to El Paso St,2nd Division,1948-01-01,Concrete/Wood,255.0,83.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenwood_St_from_Morningside_Ave_to_El_Paso_St.jpg,Stanton Heights,7.0,10,42003101800,2,10,5,3-7,40.48715463,-79.92836784
724275199,Gribble St from Dewey Ave to Waldorf St,1st Division,1946-01-01,Concrete,240.0,160.0,0.0,100.0,314.0,22.0,5.0,10.0,3.0,https://tools.wprdc.org/images/pittsburgh/steps/Gribble_St_from_Dewey_Ave_to_Waldorf_St.jpg,Perry North,1.0,26,42003260200,1,26,1,1-15,40.49037723,-80.01176345
1695094604,Grimes Ave from Kernal Way to Suncrest St,4th Division,,Brick,136.0,34.0,0.0,100.0,1077.0,395.0,10.0,7.0,8.0,https://tools.wprdc.org/images/pittsburgh/steps/Grimes_Ave_from_Kernal_Way_to_Suncrest_St.jpg,Knoxville,3.0,30,42003300100,5,30,3,4-7,40.41092914,-79.99290807
1493546687,Grizella St from Bonvue St to Waldorf St,1st Division,,Concrete,139.0,39.0,2.0,4.0,718.0,164.0,7.0,4.0,6.0,https://tools.wprdc.org/images/pittsburgh/steps/Grizella_St_from_Bonvue_St_to_Waldorf_St.jpg,Perry North,1.0,26,42003260200,1,26,1,1-15,40.49047633,-80.01665186
1013512264,Groyne St to Dead End,1st Division,,Wood,48.0,34.0,0.0,100.0,116.0,0.0,1.0,1.0,1.0,https://tools.wprdc.org/images/pittsburgh/steps/Groyne_St_to_Dead_End.jpg,Perry North,1.0,26,42003260700,1,26,1,1-15,40.48558615,-80.01197745
513859601,Guyland St from Noblestown Rd to Guyland St,5th Division,,Concrete,216.0,45.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Guyland_St_from_Noblestown_Rd_to_Guyland_St.jpg,Westwood,2.0,28,42003563100,5,28,6,1-18,40.4328346,-80.05042243
177726197,Haberman Ave from Chalfont St to Orient Way,4th Division,,Brick,112.0,12.0,1.0,6.0,635.0,68.0,6.0,6.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_Chalfont_St_to_Orient_Way.jpg,Beltzhoover,3.0,18,42003562400,5,18,3,4-16,40.41683438,-80.00236926
867610732,Haberman Ave from E  Warrington Ave to Industry St,4th Division,,Brick/Asphalt,105.0,19.0,1.0,7.0,961.0,288.0,9.0,3.0,9.0,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_E__Warrington_Ave_to_Industry_St.jpg,Beltzhoover,3.0,18,42003562400,5,18,3,4-16,40.42082546,-80.00240229
1281553216,Haberman Ave from E Warrington Ave to Industry St West,4th Division,,Concrete/Wood,112.0,11.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_E_Warrington_Ave_to_Industry_St_West.jpg,Beltzhoover,3.0,18,42003562400,5,18,3,4-16,40.42083192,-80.0025053
1525375403,Haberman Ave from Freeland St to Lehr Way,4th Division,,Brick/Asphalt,106.0,7.0,1.0,7.0,661.0,126.0,8.0,6.0,9.0,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_Freeland_St_to_Lehr_Way.jpg,Beltzhoover,3.0,18,42003562400,5,18,3,4-16,40.41881512,-80.00235628
1544881881,Haberman Ave from Industry to Proxim Way,4th Division,,,115.0,0.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_Industry_to_Proxim_Way.jpg,Beltzhoover,3.0,18,42003562400,5,18,3,4-16,40.42045845,-80.00239053
2139070026,Haberman Ave from Loyal Way to Freeland St,4th Division,,Concrete,151.0,40.0,1.0,7.0,674.0,102.0,7.0,6.0,9.0,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_Loyal_Way_to_Freeland_St.jpg,Beltzhoover,3.0,18,42003562400,5,18,3,4-16,40.41927956,-80.00232417
37771314,Haberman Ave from Orient Way to Sylvania Ave,4th Division,,Concrete,107.0,6.0,1.0,6.0,646.0,68.0,6.0,6.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_Orient_Way_to_Sylvania_Ave.jpg,Beltzhoover,3.0,18,42003562400,5,18,3,4-16,40.41717895,-80.00235475
1564520811,Haberman Ave from Proxim Way to Climax St.,4th Division,,,97.0,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_Proxim_Way_to_Climax_St..jpg,Beltzhoover,3.0,18,42003562400,5,18,3,4-16,40.42011194,-80.00236997
1945100903,Habit Way from Howard St to Compromise St,1st Division,1947-01-01,Concrete,211.0,144.0,0.0,100.0,323.0,19.0,2.0,5.0,4.0,https://tools.wprdc.org/images/pittsburgh/steps/Habit_Way_from_Howard_St_to_Compromise_St.jpg,Fineview,1.0,24,42003250900,1,24,1,1-6,40.46098514,-80.00055658
1223609326,Hall St and Wardwell St,1st Division,1948-01-01,Concrete,296.0,71.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Hall_St_and_Wardwell_St.jpg,Marshall-Shadeland,1.0,27,42003271500,1,27,1,1-14,40.4766606,-80.02736664
1362618629,Halpin St from Leipsic Way to Natchez St,5th Division,1952-01-01,Concrete,95.0,,1.0,10.0,1294.0,114.0,10.0,10.0,10.0,https://tools.wprdc.org/images/pittsburgh/steps/Halpin_St_from_Leipsic_Way_to_Natchez_St.jpg,Mount Washington,2.0,19,42003191400,5,19,3,4-27,40.42888687,-80.01055924
2003648552,Halpin St from Maple Terrace to Belonda St,5th Division,1952-01-01,Concrete,154.0,,1.0,10.0,1309.0,124.0,10.0,7.0,10.0,https://tools.wprdc.org/images/pittsburgh/steps/Halpin_St_from_Maple_Terrace_to_Belonda_St.jpg,Mount Washington,2.0,19,42003191400,5,19,3,4-27,40.42954779,-80.01093069
1241623671,Halpin St from Natchez St to Maple Terrace,5th Division,1952-01-01,Concrete,75.0,,1.0,10.0,1298.0,124.0,10.0,9.0,10.0,https://tools.wprdc.org/images/pittsburgh/steps/Halpin_St_from_Natchez_St_to_Maple_Terrace.jpg,Mount Washington,2.0,19,42003191400,5,19,3,4-27,40.42921091,-80.01064906
1911036097,Halpin Way from Leipsic Way to Natchez St,5th Division,1952-01-01,Concrete,75.0,13.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Halpin_Way_from_Leipsic_Way_to_Natchez_St.jpg,Mount Washington,2.0,19,42003191400,5,19,3,4-27,40.42858014,-80.01045914
307908069,Halsey Place from Colorado St to Mannheim St,1st Division,1984-01-01,Concrete,264.0,43.0,1.0,2.0,318.0,56.0,3.0,4.0,3.0,https://tools.wprdc.org/images/pittsburgh/steps/Halsey_Place_from_Colorado_St_to_Mannheim_St.jpg,Marshall-Shadeland,1.0,27,42003270400,1,27,1,1-9,40.46409354,-80.03089553
1978570066,Hamlet St from Lawn St to Ophelia St,3rd Division,,Concrete,231.0,15.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Hamlet_St_from_Lawn_St_to_Ophelia_St.jpg,South Oakland,6.0,4,42003040900,3,4,4,2-10,40.43475761,-79.96346247
848212798,Hampshire Ave from Canton Ave to Napoleon St,5th Division,,Concrete,214.0,58.0,0.0,100.0,551.0,321.0,7.0,8.0,7.0,https://tools.wprdc.org/images/pittsburgh/steps/Hampshire_Ave_from_Canton_Ave_to_Napoleon_St.jpg,Beechview,4.0,19,42003191600,5,19,6,4-28,40.41045242,-80.02966804
1542056997,Hampshire Ave from Graymore St to Canton Ave,5th Division,1951-01-01,Concrete,345.0,112.0,0.0,100.0,454.0,7.0,2.0,2.0,2.0,https://tools.wprdc.org/images/pittsburgh/steps/Hampshire_Ave_from_Graymore_St_to_Canton_Ave.jpg,Beechview,4.0,19,42003191600,5,19,6,4-28,40.41040228,-80.03052632
806931698,Hampton St at King Ave from Heths Ave,2nd Division,1976-01-01,Concrete,197.0,23.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Hampton_St_at_King_Ave_from_Heths_Ave.jpg,Highland Park,7.0,11,42003110200,2,11,5,3-9,40.47653759,-79.92772891
319116090,Hancock St from Ajax St to Monroe St,3rd Division,,Concrete,209.0,52.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Hancock_St_from_Ajax_St_to_Monroe_St.jpg,Upper Hill,6.0,5,42003050600,3,5,2,2-24,40.45539985,-79.96370846
2097548340,Hancock St from Herron Ave to Bigelow Blvd,3rd Division,1952-01-01,Concrete,162.0,50.0,1.0,7.0,986.0,166.0,9.0,3.0,9.0,https://tools.wprdc.org/images/pittsburgh/steps/Hancock_St_from_Herron_Ave_to_Bigelow_Blvd.jpg,Polish Hill,7.0,6,42003060500,6,6,2,2-6,40.45653737,-79.96478009
1519134587,Hancock St from Ridgway St to Ajax St,3rd Division,,Concrete,96.0,14.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Hancock_St_from_Ridgway_St_to_Ajax_St.jpg,Upper Hill,6.0,5,42003060500,3,5,2,2-24,40.45581875,-79.96409001
902753501,Harding St from Dobson St to Fleetwood Way,3rd Division,,Concrete,271.0,53.0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Harding_St_from_Dobson_St_to_Fleetwood_Way.jpg,Polish Hill,7.0,6,42003060500,6,6,2,2-6,40.45783829,-79.96475136
1162188625,Harding St from Fleetwood Way to Herron Ave,3rd Division,,Concrete,130.0,53.0,0.0,100.0,959.0,161.0,8.0,3.0,8.0,https://tools.wprdc.org/images/pittsburgh/steps/Harding_St_from_Fleetwood_Way_to_Herron_Ave.jpg,Polish Hill,7.0,6,42003060500,6,6,2,2-6,40.45750329,-79.96449531
2037536636,Harding St from Herron Ave to Dobson St,3rd Division,1944-01-01,Concrete,143.0,80.0,0.0,100.0,882.0,212.0,9.0,4.0,8.0,https://tools.wprdc.org/images/pittsburgh/steps/Harding_St_from_Herron_Ave_to_Dobson_St.jpg,Polish Hill,7.0,6,42003060500,6,6,2,2-6,40.45819201,-79.96516682
903695425,Harding Way from Bigelow Blvd to Ridgway St,3rd Division,1944-01-01,Concrete,106.0,71.0,0.0,100.0,299.0,24.0,4.0,9.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Harding_Way_from_Bigelow_Blvd_to_Ridgway_St.jpg,Polish Hill,7.0,6,42003060500,3,6,2,2-24,40.45644675,-79.96337697
1726251189,Harding Way to Bigelow Blvd,3rd Division,1949-01-01,Concrete,31.0,27.0,0.0,100.0,758.0,163.0,10.0,9.0,10.0,https://tools.wprdc.org/images/pittsburgh/steps/Harding_Way_to_Bigelow_Blvd.jpg,Polish Hill,7.0,6,42003060500,6,6,2,2-6,40.45677771,-79.96362553
545104181,Harpster St from Lager St to Claim St,1st Division,1949-01-01,Concrete,164.0,45.0,2.0,2.0,629.0,105.0,5.0,2.0,5.0,https://tools.wprdc.org/images/pittsburgh/steps/Harpster_St_from_Lager_St_to_Claim_St.jpg,Troy Hill,1.0,24,42003240600,1,24,1,1-24,40.46385521,-79.98472459999999
643907932,Harry St from Bernhardt Way to Lisbon St,3rd Division,,Wood,94.0,41.0,0.0,100.0,214.0,3.0,1.0,1.0,2.0,https://tools.wprdc.org/images/pittsburgh/steps/Harry_St_from_Bernhardt_Way_to_Lisbon_St.jpg,Upper Hill,6.0,5,42003050600,3,5,2,2-24,40.45706991,-79.95708483
869309728,Hartford St from Fritz St to Hartford St,4th Division,,Wood,275.0,77.0,0.0,100.0,280.0,2.0,2.0,3.0,4.0,https://tools.wprdc.org/images/pittsburgh/steps/Hartford_St_from_Fritz_St_to_Hartford_St.jpg,South Side Slopes,3.0,17,42003170600,3,17,3,4-2,40.42500592,-79.98788352
1677264967,Hartford St to Dead End,4th Division,,Wood,76.0,41.0,0.0,100.0,168.0,2.0,1.0,1.0,2.0,https://tools.wprdc.org/images/pittsburgh/steps/Hartford_St_to_Dead_End.jpg,Allentown,3.0,18,42003170600,5,18,3,4-5,40.42491872,-79.98825568
